code,description,last_updated
"A6239001003HYDROCOLLOID DRESSING, WOUND COVER, STERILE, PAD SIZE MORE THAN 48 SQ. IN.,     HYDROCOLLD DRG > 48 IN W/BDR46      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6239002004WITH ANY SIZE ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6240001003HYDROCOLLOID DRESSING, WOUND FILLER, PASTE, STERILE, PER OUNCE                  HYDROCOLLD DRG FILLER PASTE 35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6241001003HYDROCOLLOID DRESSING, WOUND FILLER, DRY FORM, STERILE, PER GRAM                HYDROCOLLOID DRG FILLER DRY 35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6242001003HYDROGEL DRESSING, WOUND COVER, STERILE, PAD SIZE 16 SQ. IN. OR LESS, WITHOUT   HYDROGEL DRG <=16 IN W/O BDR35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6242002004ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6243001003HYDROGEL DRESSING, WOUND COVER, STERILE, PAD SIZE MORE THAN 16 SQ. IN. BUT LESS HYDROGEL DRG >16<=48 W/O BDR35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6243002004THAN OR EQUAL TO 48 SQ. IN., WITHOUT ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6244001003HYDROGEL DRESSING, WOUND COVER, STERILE, PAD SIZE MORE THAN 48 SQ. IN., WITHOUT HYDROGEL DRG >48 IN W/O BDR 35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6244002004ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6245001003HYDROGEL DRESSING, WOUND COVER, STERILE, PAD SIZE 16 SQ. IN. OR LESS, WITH ANY  HYDROGEL DRG <= 16 IN W/BDR 35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6245002004SIZE ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6246001003HYDROGEL DRESSING, WOUND COVER, STERILE, PAD SIZE MORE THAN 16 SQ. IN. BUT LESS HYDROGEL DRG >16<=48 IN W/B 35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6246002004THAN OR EQUAL TO 48 SQ. IN., WITH ANY SIZE ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6247001003HYDROGEL DRESSING, WOUND COVER, STERILE, PAD SIZE MORE THAN 48 SQ. IN., WITH    HYDROGEL DRG > 48 SQ IN W/B 35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6247002004ANY SIZE ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6248001003HYDROGEL DRESSING, WOUND FILLER, GEL, PER FLUID OUNCE                           HYDROGEL DRSG GEL FILLER    35      A                  2079                                                                               D                          D1A S      01997010120110101        N",,2025-11-19 23:10:51
"A6250001003SKIN SEALANTS, PROTECTANTS, MOISTURIZERS, OINTMENTS, ANY TYPE, ANY SIZE         SKIN SEAL PROTECT MOISTURIZR00      9                  2079                                                                               D                          D1A L9     01997010120240401        N",,2025-11-19 23:10:51
"A6251001003SPECIALTY ABSORPTIVE DRESSING, WOUND COVER, STERILE, PAD SIZE 16 SQ. IN. OR     ABSORPT DRG <=16 SQ IN W/O B35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6251002004LESS, WITHOUT ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6252001003SPECIALTY ABSORPTIVE DRESSING, WOUND COVER, STERILE, PAD SIZE MORE THAN 16 SQ.  ABSORPT DRG >16 <=48 W/O BDR35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6252002004IN. BUT LESS THAN OR EQUAL TO 48 SQ. IN., WITHOUT ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6253001003SPECIALTY ABSORPTIVE DRESSING, WOUND COVER, STERILE, PAD SIZE MORE THAN 48 SQ.  ABSORPT DRG > 48 SQ IN W/O B35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6253002004IN., WITHOUT ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6254001003SPECIALTY ABSORPTIVE DRESSING, WOUND COVER, STERILE, PAD SIZE 16 SQ. IN. OR     ABSORPT DRG <=16 SQ IN W/BDR35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6254002004LESS, WITH ANY SIZE ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6255001003SPECIALTY ABSORPTIVE DRESSING, WOUND COVER, STERILE, PAD SIZE MORE THAN 16 SQ.  ABSORPT DRG >16<=48 IN W/BDR35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6255002004IN. BUT LESS THAN OR EQUAL TO 48 SQ. IN., WITH ANY SIZE ADHESIVE BORDER, EACH",,2025-11-19 23:10:51
A6255003004DRESSING,,2025-11-19 23:10:51
"A6256001003SPECIALTY ABSORPTIVE DRESSING, WOUND COVER, STERILE, PAD SIZE MORE THAN 48 SQ.  ABSORPT DRG > 48 SQ IN W/BDR46      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6256002004IN., WITH ANY SIZE ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6257001003TRANSPARENT FILM, STERILE, 16 SQ. IN. OR LESS, EACH DRESSING                    TRANSPARENT FILM <= 16 SQ IN35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6258001003TRANSPARENT FILM, STERILE, MORE THAN 16 SQ. IN. BUT LESS THAN OR EQUAL TO 48    TRANSPARENT FILM >16<=48 IN 35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6258002004SQ. IN., EACH DRESSING",,2025-11-19 23:10:51
"A6259001003TRANSPARENT FILM, STERILE, MORE THAN 48 SQ. IN., EACH DRESSING                  TRANSPARENT FILM > 48 SQ IN 35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6260001003WOUND CLEANSERS, ANY TYPE, ANY SIZE                                             WOUND CLEANSER ANY TYPE/SIZE00      9                  2079                                                                               D                          D1A LS     01997010120110101        N",,2025-11-19 23:10:51
"A6261001003WOUND FILLER, GEL/PASTE, PER FLUID OUNCE, NOT OTHERWISE SPECIFIED               WOUND FILLER GEL/PASTE /OZ  46      A                  2079                                                                               D                          D1A S      01997010120110101        N",,2025-11-19 23:10:51
"A6262001003WOUND FILLER, DRY FORM, PER GRAM, NOT OTHERWISE SPECIFIED                       WOUND FILLER DRY FORM / GRAM46      A                  2079                                                                               D                          D1A S      01997010120110101        N",,2025-11-19 23:10:51
"A6266001003GAUZE, IMPREGNATED, OTHER THAN WATER, NORMAL SALINE, OR ZINC PASTE, STERILE,    IMPREG GAUZE NO H20/SAL/YARD35      A                  2079                                                                               D                          D1A S      01997010120090101        N",,2025-11-19 23:10:51
"A6266002004ANY WIDTH, PER LINEAR YARD",,2025-11-19 23:10:51
"A6402001003GAUZE, NON-IMPREGNATED, STERILE, PAD SIZE 16 SQ. IN. OR LESS, WITHOUT ADHESIVE  STERILE GAUZE <= 16 SQ IN   35      A                  2079                                                                               D                          D1A LS     01997010120060101        N",,2025-11-19 23:10:51
"A6402002004BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6403001003GAUZE, NON-IMPREGNATED, STERILE, PAD SIZE MORE THAN 16 SQ. IN. LESS THAN OR     STERILE GAUZE>16 <= 48 SQ IN35      A                  2079                                                                               D                          D1A S      01997010120030101        N",,2025-11-19 23:10:51
"A6403002004EQUAL TO 48 SQ. IN., WITHOUT ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6404001003GAUZE, NON-IMPREGNATED, STERILE, PAD SIZE MORE THAN 48 SQ. IN., WITHOUT         STERILE GAUZE > 48 SQ IN    35      A                  2079                                                                               D                          D1A S      01997010120030101        N",,2025-11-19 23:10:51
"A6404002004ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6407001003PACKING STRIPS, NON-IMPREGNATED, STERILE, UP TO 2 INCHES IN WIDTH, PER LINEAR   PACKING STRIPS, NON-IMPREG  35      A                                                                                                     C                          D1A S      02004010120090101        N",,2025-11-19 23:10:51
A6407002004YARD,,2025-11-19 23:10:51
"A6410001003EYE PAD, STERILE, EACH                                                          STERILE EYE PAD             35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6411001003EYE PAD, NON-STERILE, EACH                                                      NON-STERILE EYE PAD         35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6412001003EYE PATCH, OCCLUSIVE, EACH                                                      OCCLUSIVE EYE PATCH         00      9                                                                                                     C                          Z2  S      02003010120070101        N",,2025-11-19 23:10:51
"A6413001003ADHESIVE BANDAGE, FIRST-AID TYPE, ANY SIZE, EACH                                ADHESIVE BANDAGE, FIRST-AID 00      9                                          1861(S)(5)                                                 S                          D1A P      02008010120080101        N",,2025-11-19 23:10:51
"A6441001003PADDING BANDAGE, NON-ELASTIC, NON-WOVEN/NON-KNITTED, WIDTH GREATER THAN OR      PAD BAND W>=3"" <5""/YD       35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6441002004EQUAL TO THREE INCHES AND LESS THAN FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6442001003CONFORMING BANDAGE, NON-ELASTIC, KNITTED/WOVEN, NON-STERILE, WIDTH LESS THAN    CONFORM BAND N/S W<3""/YD    35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6442002004THREE INCHES, PER YARD",,2025-11-19 23:10:51
"A6443001003CONFORMING BANDAGE, NON-ELASTIC, KNITTED/WOVEN, NON-STERILE, WIDTH GREATER THAN CONFORM BAND N/S W>=3""<5""/YD35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6443002004OR EQUAL TO THREE INCHES AND LESS THAN FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6444001003CONFORMING BANDAGE, NON-ELASTIC, KNITTED/WOVEN, NON-STERILE, WIDTH GREATER THAN CONFORM BAND N/S W>=5""/YD   35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6444002004OR EQUAL TO 5 INCHES, PER YARD",,2025-11-19 23:10:51
"A6445001003CONFORMING BANDAGE, NON-ELASTIC, KNITTED/WOVEN, STERILE, WIDTH LESS THAN THREE  CONFORM BAND S W <3""/YD     35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6445002004INCHES, PER YARD",,2025-11-19 23:10:51
"A6446001003CONFORMING BANDAGE, NON-ELASTIC, KNITTED/WOVEN, STERILE, WIDTH GREATER THAN OR  CONFORM BAND S W>=3"" <5""/YD 35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6446002004EQUAL TO THREE INCHES AND LESS THAN FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6447001003CONFORMING BANDAGE, NON-ELASTIC, KNITTED/WOVEN, STERILE, WIDTH GREATER THAN OR  CONFORM BAND S W >=5""/YD    35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6447002004EQUAL TO FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6448001003LIGHT COMPRESSION BANDAGE, ELASTIC, KNITTED/WOVEN, WIDTH LESS THAN THREE        LT COMPRES BAND <3""/YD      35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6448002004INCHES, PER YARD",,2025-11-19 23:10:51
"A6449001003LIGHT COMPRESSION BANDAGE, ELASTIC, KNITTED/WOVEN, WIDTH GREATER THAN OR EQUAL  LT COMPRES BAND >=3"" <5""/YD 35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6449002004TO THREE INCHES AND LESS THAN FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6450001003LIGHT COMPRESSION BANDAGE, ELASTIC, KNITTED/WOVEN, WIDTH GREATER THAN OR EQUAL  LT COMPRES BAND >=5""/YD     35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6450002004TO FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6451001003MODERATE COMPRESSION BANDAGE, ELASTIC, KNITTED/WOVEN, LOAD RESISTANCE OF 1.25   MOD COMPRES BAND W>=3""<5""/YD35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6451002004TO 1.34 FOOT POUNDS AT 50% MAXIMUM STRETCH, WIDTH GREATER THAN OR EQUAL TO",,2025-11-19 23:10:51
"A6451003004THREE INCHES AND LESS THAN FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6452001003HIGH COMPRESSION BANDAGE, ELASTIC, KNITTED/WOVEN, LOAD RESISTANCE GREATER THAN  HIGH COMPRES BAND W>=3""<5""YD35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6452002004OR EQUAL TO 1.35 FOOT POUNDS AT 50% MAXIMUM STRETCH, WIDTH GREATER THAN OR",,2025-11-19 23:10:51
"A6452003004EQUAL TO THREE INCHES AND LESS THAN FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6453001003SELF-ADHERENT BANDAGE, ELASTIC, NON-KNITTED/NON-WOVEN, WIDTH LESS THAN THREE    SELF-ADHER BAND W <3""/YD    35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6453002004INCHES, PER YARD",,2025-11-19 23:10:51
"A6454001003SELF-ADHERENT BANDAGE, ELASTIC, NON-KNITTED/NON-WOVEN, WIDTH GREATER THAN OR    SELF-ADHER BAND W>=3"" <5""/YD35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6454002004EQUAL TO THREE INCHES AND LESS THAN FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6455001003SELF-ADHERENT BANDAGE, ELASTIC, NON-KNITTED/NON-WOVEN, WIDTH GREATER THAN OR    SELF-ADHER BAND >=5""/YD     35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6455002004EQUAL TO FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6456001003ZINC PASTE IMPREGNATED BANDAGE, NON-ELASTIC, KNITTED/WOVEN, WIDTH GREATER THAN  ZINC PASTE BAND W >=3""<5""/YD35      A                                                                                                     C                          D1A S      02004010120040101        N",,2025-11-19 23:10:51
"A6456002004OR EQUAL TO THREE INCHES AND LESS THAN FIVE INCHES, PER YARD",,2025-11-19 23:10:51
"A6457001003TUBULAR DRESSING WITH OR WITHOUT ELASTIC, ANY WIDTH, PER LINEAR YARD            TUBULAR DRESSING            35      A                                                                                                     C                          D1A S      02006010120060101        N",,2025-11-19 23:10:51
"A6460001003SYNTHETIC RESORBABLE WOUND DRESSING, STERILE, PAD SIZE 16 SQ. IN. OR LESS,      SYNTHETIC DRSG <= 16 SQ IN  35      A                                                                                                     C                          D1A S      02019010120190101        N",,2025-11-19 23:10:51
"A6460002004WITHOUT ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6461001003SYNTHETIC RESORBABLE WOUND DRESSING, STERILE, PAD SIZE MORE THAN 16 SQ. IN. BUT SYNTHETIC DRSG >16<=48 SQ IN35      A                                                                                                     C                          D1A S      02019010120190101        N",,2025-11-19 23:10:51
"A6461002004LESS THAN OR EQUAL TO 48 SQ. IN., WITHOUT ADHESIVE BORDER, EACH DRESSING",,2025-11-19 23:10:51
"A6501001003COMPRESSION BURN GARMENT, BODYSUIT (HEAD TO FOOT), CUSTOM FABRICATED            COMPRES BURNGARMENT BODYSUIT35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6502001003COMPRESSION BURN GARMENT, CHIN STRAP, CUSTOM FABRICATED                         COMPRES BURNGARMENT CHINSTRP35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6503001003COMPRESSION BURN GARMENT, FACIAL HOOD, CUSTOM FABRICATED                        COMPRES BURNGARMENT FACEHOOD35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6504001003COMPRESSION BURN GARMENT, GLOVE TO WRIST, CUSTOM FABRICATED                     CMPRSBURNGARMENT GLOVE-WRIST35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6505001003COMPRESSION BURN GARMENT, GLOVE TO ELBOW, CUSTOM FABRICATED                     CMPRSBURNGARMENT GLOVE-ELBOW35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6506001003COMPRESSION BURN GARMENT, GLOVE TO AXILLA, CUSTOM FABRICATED                    CMPRSBURNGRMNT GLOVE-AXILLA 35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6507001003COMPRESSION BURN GARMENT, FOOT TO KNEE LENGTH, CUSTOM FABRICATED                CMPRS BURNGARMENT FOOT-KNEE 35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6508001003COMPRESSION BURN GARMENT, FOOT TO THIGH LENGTH, CUSTOM FABRICATED               CMPRS BURNGARMENT FOOT-THIGH35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6509001003COMPRESSION BURN GARMENT, UPPER TRUNK TO WAIST INCLUDING ARM OPENINGS (VEST),   COMPRES BURN GARMENT JACKET 35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
A6509002004CUSTOM FABRICATED,,2025-11-19 23:10:51
"A6510001003COMPRESSION BURN GARMENT, TRUNK, INCLUDING ARMS DOWN TO LEG OPENINGS (LEOTARD), COMPRES BURN GARMENT LEOTARD35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
A6510002004CUSTOM FABRICATED,,2025-11-19 23:10:51
"A6511001003COMPRESSION BURN GARMENT, LOWER TRUNK INCLUDING LEG OPENINGS (PANTY), CUSTOM    COMPRES BURN GARMENT PANTY  35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
A6511002004FABRICATED,,2025-11-19 23:10:51
"A6512001003COMPRESSION BURN GARMENT, NOT OTHERWISE CLASSIFIED                              COMPRES BURN GARMENT, NOC   35      A                  2079                                                                               D                          D1A S      02003010120030101        N",,2025-11-19 23:10:51
"A6513001003COMPRESSION BURN MASK, FACE AND/OR NECK, PLASTIC OR EQUAL, CUSTOM FABRICATED    COMPRESS BURN MASK FACE/NECK00      9                                                                                                     C                          D1A P      02006010120060101        N",,2025-11-19 23:10:51
"A6520001003GRADIENT COMPRESSION GARMENT, GLOVE, PADDED, FOR NIGHTTIME USE, EACH            G COM GARMNT GLOVE NGHTTIME 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6521001003GRADIENT COMPRESSION GARMENT, GLOVE, PADDED, FOR NIGHTTIME USE, CUSTOM, EACH    G COM GARMNT GLOVE NGHT CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6522001003GRADIENT COMPRESSION GARMENT, ARM, PADDED, FOR NIGHTTIME USE, EACH              G COM GARMENT ARM NIGHTTIME 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6523001003GRADIENT COMPRESSION GARMENT, ARM, PADDED, FOR NIGHTTIME USE, CUSTOM, EACH      G COM GARMENT ARM NGHT CUSTM40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6524001003GRADIENT COMPRESSION GARMENT, LOWER LEG AND FOOT, PADDED, FOR NIGHTTIME USE,    G COM GARMNT LWR LEG/FT NGHT40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
A6524002004EACH,,2025-11-19 23:10:51
"A6525001003GRADIENT COMPRESSION GARMENT, LOWER LEG AND FOOT, PADDED, FOR NIGHTTIME USE,    G COM GARM LWRLEG/FT NGT CUS40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6525002004CUSTOM, EACH",,2025-11-19 23:10:51
"A6526001003GRADIENT COMPRESSION GARMENT, FULL LEG AND FOOT, PADDED, FOR NIGHTTIME USE, EACHG COM GARMT FULL LEG/FT NGHT40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6527001003GRADIENT COMPRESSION GARMENT, FULL LEG AND FOOT, PADDED, FOR NIGHTTIME USE,     G GARMT FULL LEG/FT NGHT CUS40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6527002004CUSTOM, EACH",,2025-11-19 23:10:51
"A6528001003GRADIENT COMPRESSION GARMENT, BRA, FOR NIGHTTIME USE, EACH                      G COM GARMENT BRA NIGHTTIME 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6529001003GRADIENT COMPRESSION GARMENT, BRA, FOR NIGHTTIME USE, CUSTOM, EACH              G COM GARMT BRA NIGHT CUSTM 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6530001003GRADIENT COMPRESSION STOCKING, BELOW KNEE, 18-30 MMHG, EACH                     COMPRESSION STOCKING BK18-3040      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6531001003GRADIENT COMPRESSION STOCKING, BELOW KNEE, 30-40 MMHG, USED AS A SURGICAL       COMPRESS STKING BK30-40 SURG35      A                  2079                                                                               D                      0072D1A PS     02006010120240101        N",,2025-11-19 23:10:51
"A6531002004DRESSING, EACH",,2025-11-19 23:10:51
"A6532001003GRADIENT COMPRESSION STOCKING, BELOW KNEE, 40-50 MMHG, USED AS A SURGICAL       COMPRESS STKING BK40-50 SURG35      A                  2079                                                                               D                      0072D1A PS     02006010120240101        N",,2025-11-19 23:10:51
"A6532002004DRESSING, EACH",,2025-11-19 23:10:51
"A6533001003GRADIENT COMPRESSION STOCKING, THIGH LENGTH, 18-30 MMHG, EACH                   GC STOCKING THIGHLNGTH 18-3040      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6534001003GRADIENT COMPRESSION STOCKING, THIGH LENGTH, 30-40 MMHG, EACH                   GC STOCKING THIGHLNGTH 30-4040      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6535001003GRADIENT COMPRESSION STOCKING, THIGH LENGTH, 40 MMHG OR GREATER, EACH           GC STOCKING THIGHLNGTH 40+  40      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6536001003GRADIENT COMPRESSION STOCKING, FULL LENGTH/CHAP STYLE, 18-30 MMHG, EACH         GC STOCKING FULL LNGTH 18-3040      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6537001003GRADIENT COMPRESSION STOCKING, FULL LENGTH/CHAP STYLE, 30-40 MMHG, EACH         GC STOCKING FULL LNGTH 30-4040      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6538001003GRADIENT COMPRESSION STOCKING, FULL LENGTH/CHAP STYLE, 40 MMHG OR GREATER, EACH GC STOCKING FULL LNGTH 40+  40      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6539001003GRADIENT COMPRESSION STOCKING, WAIST LENGTH, 18-30 MMHG, EACH                   GC STOCKING WAISTLNGTH 18-3040      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6540001003GRADIENT COMPRESSION STOCKING, WAIST LENGTH, 30-40 MMHG, EACH                   GC STOCKING WAISTLNGTH 30-4040      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6541001003GRADIENT COMPRESSION STOCKING, WAIST LENGTH, 40 MMHG OR GREATER, EACH           GC STOCKING WAISTLNGTH 40+  40      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6544001003GRADIENT COMPRESSION STOCKING, GARTER BELT                                      GC STOCKING GARTER BELT     00      960-9              2133                                                                               M                      0072D1A P      02006010120110101        N",,2025-11-19 23:10:51
"A6545001003GRADIENT COMPRESSION WRAP, NON-ELASTIC, BELOW KNEE, 30-50 MMHG, USED AS A       GRAD COM NON-ELASTIC BK SURG35      A                  2079                                                                               D                          D1A PS     02009010120240101        N",,2025-11-19 23:10:51
"A6545002004SURGICAL DRESSING, EACH",,2025-11-19 23:10:51
"A6549001003GRADIENT COMPRESSION GARMENT, NOT OTHERWISE SPECIFIED                           G COMPRESSION GARMENT       40      A                                                                                                     C                          O1L S      02006010120240101        N",,2025-11-19 23:10:51
"A6550001003WOUND CARE SET, FOR NEGATIVE PRESSURE WOUND THERAPY ELECTRICAL PUMP, INCLUDES   NEG PRES WOUND THER DRSG SET34      A                                                                                                     C                          D1E P      02004010120060101        N",,2025-11-19 23:10:51
A6550002004ALL SUPPLIES AND ACCESSORIES,,2025-11-19 23:10:51
"A6552001003GRADIENT COMPRESSION STOCKING, BELOW KNEE, 30-40 MMHG, EACH                     GRAD COM STOCKING BK 30-40  40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6553001003GRADIENT COMPRESSION STOCKING, BELOW KNEE, 30-40 MMHG, CUSTOM, EACH             G COM STCKING BK 30-40 CUSTM40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6554001003GRADIENT COMPRESSION STOCKING, BELOW KNEE, 40 MMHG OR GREATER, EACH             GRAD COM STOCKING BK 40+    40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6555001003GRADIENT COMPRESSION STOCKING, BELOW KNEE, 40 MMHG OR GREATER, CUSTOM, EACH     G COM STCKING BK 40+ CUSTM  40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6556001003GRADIENT COMPRESSION STOCKING, THIGH LENGTH, 18-30 MMHG, CUSTOM, EACH           G COM STCKING THGH18-30 CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6557001003GRADIENT COMPRESSION STOCKING, THIGH LENGTH, 30-40 MMHG, CUSTOM, EACH           G COM STCKING THGH30-40 CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6558001003GRADIENT COMPRESSION STOCKING, THIGH LENGTH, 40 MMHG OR GREATER, CUSTOM, EACH   G COM STCKING THGH 40+ CUST 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6559001003GRADIENT COMPRESSION STOCKING, FULL LENGTH/CHAP STYLE, 18-30 MMHG, CUSTOM, EACH G STCKNG FULL/CHAP18-30 CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6560001003GRADIENT COMPRESSION STOCKING, FULL LENGTH/CHAP STYLE, 30-40 MMHG, CUSTOM, EACH G STCKNG FULL/CHAP30-40 CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
