code,description,last_updated
"4;T;X;07;H10;H10.3;H10.3;H103;ACUTE CONJUNCTIVITIS, UNSPECIFIED;CONJUNCTIVITIS;ACUTE CONJUNCTIVITIS, UNSPECIFIED;;131;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
4;T;X;07;H10;H10.4;H10.4;H104;CHRONIC CONJUNCTIVITIS;CONJUNCTIVITIS;CHRONIC CONJUNCTIVITIS;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H10.5;H10.5;H105;BLEPHAROCONJUNCTIVITIS;CONJUNCTIVITIS;BLEPHAROCONJUNCTIVITIS;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H10.8;H10.8;H108;OTHER CONJUNCTIVITIS;CONJUNCTIVITIS;OTHER CONJUNCTIVITIS;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H10;H10.9;H10.9;H109;CONJUNCTIVITIS, UNSPECIFIED;CONJUNCTIVITIS;CONJUNCTIVITIS, UNSPECIFIED;;131;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H10;H11.-;H11;H11;OTHER DISORDERS OF CONJUNCTIVA;OTHER DISORDERS OF CONJUNCTIVA;;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H11.0;H11.0;H110;PTERYGIUM;OTHER DISORDERS OF CONJUNCTIVA;PTERYGIUM;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H11.1;H11.1;H111;CONJUNCTIVAL DEGENERATIONS AND DEPOSITS;OTHER DISORDERS OF CONJUNCTIVA;CONJUNCTIVAL DEGENERATIONS AND DEPOSITS;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H11.2;H11.2;H112;CONJUNCTIVAL SCARS;OTHER DISORDERS OF CONJUNCTIVA;CONJUNCTIVAL SCARS;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H11.3;H11.3;H113;CONJUNCTIVAL HAEMORRHAGE;OTHER DISORDERS OF CONJUNCTIVA;CONJUNCTIVAL HAEMORRHAGE;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H11.4;H11.4;H114;OTHER CONJUNCTIVAL VASCULAR DISORDERS AND CYSTS;OTHER DISORDERS OF CONJUNCTIVA;OTHER CONJUNCTIVAL VASCULAR DISORDERS AND CYSTS;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H11.8;H11.8;H118;OTHER SPECIFIED DISORDERS OF CONJUNCTIVA;OTHER DISORDERS OF CONJUNCTIVA;OTHER SPECIFIED DISORDERS OF CONJUNCTIVA;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H10;H11.9;H11.9;H119;DISORDER OF CONJUNCTIVA, UNSPECIFIED;OTHER DISORDERS OF CONJUNCTIVA;DISORDER OF CONJUNCTIVA, UNSPECIFIED;;131;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H10;H13.-*;H13;H13;DISORDERS OF CONJUNCTIVA IN DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF CONJUNCTIVA IN DISEASES CLASSIFIED ELSEWHERE;;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H13.0*;H13.0;H130;FILARIAL INFECTION OF CONJUNCTIVA;DISORDERS OF CONJUNCTIVA IN DISEASES CLASSIFIED ELSEWHERE;FILARIAL INFECTION OF CONJUNCTIVA;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H13.1*;H13.1;H131;CONJUNCTIVITIS IN INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF CONJUNCTIVA IN DISEASES CLASSIFIED ELSEWHERE;CONJUNCTIVITIS IN INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H13.2*;H13.2;H132;CONJUNCTIVITIS IN OTHER DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF CONJUNCTIVA IN DISEASES CLASSIFIED ELSEWHERE;CONJUNCTIVITIS IN OTHER DISEASES CLASSIFIED ELSEWHERE;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H13.3*;H13.3;H133;OCULAR PEMPHIGOID;DISORDERS OF CONJUNCTIVA IN DISEASES CLASSIFIED ELSEWHERE;OCULAR PEMPHIGOID;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H10;H13.8*;H13.8;H138;OTHER DISORDERS OF CONJUNCTIVA IN DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF CONJUNCTIVA IN DISEASES CLASSIFIED ELSEWHERE;OTHER DISORDERS OF CONJUNCTIVA IN DISEASES CLASSIFIED ELSEWHERE;;131;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
3;N;X;07;H15;H15.-;H15;H15;DISORDERS OF SCLERA;DISORDERS OF SCLERA;;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H15.0;H15.0;H150;SCLERITIS;DISORDERS OF SCLERA;SCLERITIS;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H15.1;H15.1;H151;EPISCLERITIS;DISORDERS OF SCLERA;EPISCLERITIS;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H15.8;H15.8;H158;OTHER DISORDERS OF SCLERA;DISORDERS OF SCLERA;OTHER DISORDERS OF SCLERA;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H15;H15.9;H15.9;H159;DISORDER OF SCLERA, UNSPECIFIED;DISORDERS OF SCLERA;DISORDER OF SCLERA, UNSPECIFIED;;132;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H15;H16.-;H16;H16;KERATITIS;KERATITIS;;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H16.0;H16.0;H160;CORNEAL ULCER;KERATITIS;CORNEAL ULCER;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H16.1;H16.1;H161;OTHER SUPERFICIAL KERATITIS WITHOUT CONJUNCTIVITIS;KERATITIS;OTHER SUPERFICIAL KERATITIS WITHOUT CONJUNCTIVITIS;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H16.2;H16.2;H162;KERATOCONJUNCTIVITIS;KERATITIS;KERATOCONJUNCTIVITIS;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H16.3;H16.3;H163;INTERSTITIAL AND DEEP KERATITIS;KERATITIS;INTERSTITIAL AND DEEP KERATITIS;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H16.4;H16.4;H164;CORNEAL NEOVASCULARIZATION;KERATITIS;CORNEAL NEOVASCULARIZATION;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H16.8;H16.8;H168;OTHER KERATITIS;KERATITIS;OTHER KERATITIS;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H15;H16.9;H16.9;H169;KERATITIS, UNSPECIFIED;KERATITIS;KERATITIS, UNSPECIFIED;;132;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H15;H17.-;H17;H17;CORNEAL SCARS AND OPACITIES;CORNEAL SCARS AND OPACITIES;;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H17.0;H17.0;H170;ADHERENT LEUKOMA;CORNEAL SCARS AND OPACITIES;ADHERENT LEUKOMA;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H17.1;H17.1;H171;OTHER CENTRAL CORNEAL OPACITY;CORNEAL SCARS AND OPACITIES;OTHER CENTRAL CORNEAL OPACITY;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H17.8;H17.8;H178;OTHER CORNEAL SCARS AND OPACITIES;CORNEAL SCARS AND OPACITIES;OTHER CORNEAL SCARS AND OPACITIES;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H15;H17.9;H17.9;H179;CORNEAL SCAR AND OPACITY, UNSPECIFIED;CORNEAL SCARS AND OPACITIES;CORNEAL SCAR AND OPACITY, UNSPECIFIED;;132;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H15;H18.-;H18;H18;OTHER DISORDERS OF CORNEA;OTHER DISORDERS OF CORNEA;;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H18.0;H18.0;H180;CORNEAL PIGMENTATIONS AND DEPOSITS;OTHER DISORDERS OF CORNEA;CORNEAL PIGMENTATIONS AND DEPOSITS;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H18.1;H18.1;H181;BULLOUS KERATOPATHY;OTHER DISORDERS OF CORNEA;BULLOUS KERATOPATHY;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H18.2;H18.2;H182;OTHER CORNEAL OEDEMA;OTHER DISORDERS OF CORNEA;OTHER CORNEAL OEDEMA;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H18.3;H18.3;H183;CHANGES IN CORNEAL MEMBRANES;OTHER DISORDERS OF CORNEA;CHANGES IN CORNEAL MEMBRANES;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H18.4;H18.4;H184;CORNEAL DEGENERATION;OTHER DISORDERS OF CORNEA;CORNEAL DEGENERATION;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H18.5;H18.5;H185;HEREDITARY CORNEAL DYSTROPHIES;OTHER DISORDERS OF CORNEA;HEREDITARY CORNEAL DYSTROPHIES;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H18.6;H18.6;H186;KERATOCONUS;OTHER DISORDERS OF CORNEA;KERATOCONUS;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H18.7;H18.7;H187;OTHER CORNEAL DEFORMITIES;OTHER DISORDERS OF CORNEA;OTHER CORNEAL DEFORMITIES;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H18.8;H18.8;H188;OTHER SPECIFIED DISORDERS OF CORNEA;OTHER DISORDERS OF CORNEA;OTHER SPECIFIED DISORDERS OF CORNEA;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H15;H18.9;H18.9;H189;DISORDER OF CORNEA, UNSPECIFIED;OTHER DISORDERS OF CORNEA;DISORDER OF CORNEA, UNSPECIFIED;;132;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H15;H19.-*;H19;H19;DISORDERS OF SCLERA AND CORNEA IN DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF SCLERA AND CORNEA IN DISEASES CLASSIFIED ELSEWHERE;;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H19.0*;H19.0;H190;SCLERITIS AND EPISCLERITIS IN DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF SCLERA AND CORNEA IN DISEASES CLASSIFIED ELSEWHERE;SCLERITIS AND EPISCLERITIS IN DISEASES CLASSIFIED ELSEWHERE;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H19.1*;H19.1;H191;HERPESVIRAL KERATITIS AND KERATOCONJUNCTIVITIS;DISORDERS OF SCLERA AND CORNEA IN DISEASES CLASSIFIED ELSEWHERE;HERPESVIRAL KERATITIS AND KERATOCONJUNCTIVITIS;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H19.2*;H19.2;H192;KERATITIS AND KERATOCONJUNCTIVITIS IN OTHER INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF SCLERA AND CORNEA IN DISEASES CLASSIFIED ELSEWHERE;KERATITIS AND KERATOCONJUNCTIVITIS IN OTHER INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H19.3*;H19.3;H193;KERATITIS AND KERATOCONJUNCTIVITIS IN OTHER DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF SCLERA AND CORNEA IN DISEASES CLASSIFIED ELSEWHERE;KERATITIS AND KERATOCONJUNCTIVITIS IN OTHER DISEASES CLASSIFIED ELSEWHERE;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H19.8*;H19.8;H198;OTHER DISORDERS OF SCLERA AND CORNEA IN DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF SCLERA AND CORNEA IN DISEASES CLASSIFIED ELSEWHERE;OTHER DISORDERS OF SCLERA AND CORNEA IN DISEASES CLASSIFIED ELSEWHERE;;132;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
3;N;X;07;H15;H20.-;H20;H20;IRIDOCYCLITIS;IRIDOCYCLITIS;;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H20.0;H20.0;H200;ACUTE AND SUBACUTE IRIDOCYCLITIS;IRIDOCYCLITIS;ACUTE AND SUBACUTE IRIDOCYCLITIS;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H20.1;H20.1;H201;CHRONIC IRIDOCYCLITIS;IRIDOCYCLITIS;CHRONIC IRIDOCYCLITIS;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H20.2;H20.2;H202;LENS-INDUCED IRIDOCYCLITIS;IRIDOCYCLITIS;LENS-INDUCED IRIDOCYCLITIS;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H20.8;H20.8;H208;OTHER IRIDOCYCLITIS;IRIDOCYCLITIS;OTHER IRIDOCYCLITIS;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H15;H20.9;H20.9;H209;IRIDOCYCLITIS, UNSPECIFIED;IRIDOCYCLITIS;IRIDOCYCLITIS, UNSPECIFIED;;139;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H15;H21.-;H21;H21;OTHER DISORDERS OF IRIS AND CILIARY BODY;OTHER DISORDERS OF IRIS AND CILIARY BODY;;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H21.0;H21.0;H210;HYPHAEMA;OTHER DISORDERS OF IRIS AND CILIARY BODY;HYPHAEMA;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H21.1;H21.1;H211;OTHER VASCULAR DISORDERS OF IRIS AND CILIARY BODY;OTHER DISORDERS OF IRIS AND CILIARY BODY;OTHER VASCULAR DISORDERS OF IRIS AND CILIARY BODY;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H21.2;H21.2;H212;DEGENERATION OF IRIS AND CILIARY BODY;OTHER DISORDERS OF IRIS AND CILIARY BODY;DEGENERATION OF IRIS AND CILIARY BODY;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H15;H21.3;H21.3;H213;CYST OF IRIS, CILIARY BODY AND ANTERIOR CHAMBER;OTHER DISORDERS OF IRIS AND CILIARY BODY;CYST OF IRIS, CILIARY BODY AND ANTERIOR CHAMBER;;139;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
4;T;X;07;H15;H21.4;H21.4;H214;PUPILLARY MEMBRANES;OTHER DISORDERS OF IRIS AND CILIARY BODY;PUPILLARY MEMBRANES;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H21.5;H21.5;H215;OTHER ADHESIONS AND DISRUPTIONS OF IRIS AND CILIARY BODY;OTHER DISORDERS OF IRIS AND CILIARY BODY;OTHER ADHESIONS AND DISRUPTIONS OF IRIS AND CILIARY BODY;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H21.8;H21.8;H218;OTHER SPECIFIED DISORDERS OF IRIS AND CILIARY BODY;OTHER DISORDERS OF IRIS AND CILIARY BODY;OTHER SPECIFIED DISORDERS OF IRIS AND CILIARY BODY;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H15;H21.9;H21.9;H219;DISORDER OF IRIS AND CILIARY BODY, UNSPECIFIED;OTHER DISORDERS OF IRIS AND CILIARY BODY;DISORDER OF IRIS AND CILIARY BODY, UNSPECIFIED;;139;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H15;H22.-*;H22;H22;DISORDERS OF IRIS AND CILIARY BODY IN DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF IRIS AND CILIARY BODY IN DISEASES CLASSIFIED ELSEWHERE;;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H22.0*;H22.0;H220;IRIDOCYCLITIS IN INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF IRIS AND CILIARY BODY IN DISEASES CLASSIFIED ELSEWHERE;IRIDOCYCLITIS IN INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H22.1*;H22.1;H221;IRIDOCYCLITIS IN OTHER DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF IRIS AND CILIARY BODY IN DISEASES CLASSIFIED ELSEWHERE;IRIDOCYCLITIS IN OTHER DISEASES CLASSIFIED ELSEWHERE;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H15;H22.8*;H22.8;H228;OTHER DISORDERS OF IRIS AND CILIARY BODY IN DISEASES CLASSIFIED ELSEWHERE;DISORDERS OF IRIS AND CILIARY BODY IN DISEASES CLASSIFIED ELSEWHERE;OTHER DISORDERS OF IRIS AND CILIARY BODY IN DISEASES CLASSIFIED ELSEWHERE;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
3;N;X;07;H25;H25.-;H25;H25;SENILE CATARACT;SENILE CATARACT;;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H25.0;H25.0;H250;SENILE INCIPIENT CATARACT;SENILE CATARACT;SENILE INCIPIENT CATARACT;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H25.1;H25.1;H251;SENILE NUCLEAR CATARACT;SENILE CATARACT;SENILE NUCLEAR CATARACT;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H25;H25.2;H25.2;H252;SENILE CATARACT, MORGAGNIAN TYPE;SENILE CATARACT;SENILE CATARACT, MORGAGNIAN TYPE;;133;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
4;T;X;07;H25;H25.8;H25.8;H258;OTHER SENILE CATARACT;SENILE CATARACT;OTHER SENILE CATARACT;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H25;H25.9;H25.9;H259;SENILE CATARACT, UNSPECIFIED;SENILE CATARACT;SENILE CATARACT, UNSPECIFIED;;133;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H25;H26.-;H26;H26;OTHER CATARACT;OTHER CATARACT;;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H25;H26.0;H26.0;H260;INFANTILE, JUVENILE AND PRESENILE CATARACT;OTHER CATARACT;INFANTILE, JUVENILE AND PRESENILE CATARACT;;133;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
4;T;X;07;H25;H26.1;H26.1;H261;TRAUMATIC CATARACT;OTHER CATARACT;TRAUMATIC CATARACT;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H26.2;H26.2;H262;COMPLICATED CATARACT;OTHER CATARACT;COMPLICATED CATARACT;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H26.3;H26.3;H263;DRUG-INDUCED CATARACT;OTHER CATARACT;DRUG-INDUCED CATARACT;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H26.4;H26.4;H264;AFTER-CATARACT;OTHER CATARACT;AFTER-CATARACT;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H26.8;H26.8;H268;OTHER SPECIFIED CATARACT;OTHER CATARACT;OTHER SPECIFIED CATARACT;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H25;H26.9;H26.9;H269;CATARACT, UNSPECIFIED;OTHER CATARACT;CATARACT, UNSPECIFIED;;133;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H25;H27.-;H27;H27;OTHER DISORDERS OF LENS;OTHER DISORDERS OF LENS;;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H27.0;H27.0;H270;APHAKIA;OTHER DISORDERS OF LENS;APHAKIA;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H27.1;H27.1;H271;DISLOCATION OF LENS;OTHER DISORDERS OF LENS;DISLOCATION OF LENS;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H27.8;H27.8;H278;OTHER SPECIFIED DISORDERS OF LENS;OTHER DISORDERS OF LENS;OTHER SPECIFIED DISORDERS OF LENS;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H25;H27.9;H27.9;H279;DISORDER OF LENS, UNSPECIFIED;OTHER DISORDERS OF LENS;DISORDER OF LENS, UNSPECIFIED;;133;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H25;H28.-*;H28;H28;CATARACT AND OTHER DISORDERS OF LENS IN DISEASES CLASSIFIED ELSEWHERE;CATARACT AND OTHER DISORDERS OF LENS IN DISEASES CLASSIFIED ELSEWHERE;;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H28.0*;H28.0;H280;DIABETIC CATARACT;CATARACT AND OTHER DISORDERS OF LENS IN DISEASES CLASSIFIED ELSEWHERE;DIABETIC CATARACT;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H25;H28.1*;H28.1;H281;CATARACT IN OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES;CATARACT AND OTHER DISORDERS OF LENS IN DISEASES CLASSIFIED ELSEWHERE;CATARACT IN OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES;;133;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
4;T;X;07;H25;H28.2*;H28.2;H282;CATARACT IN OTHER DISEASES CLASSIFIED ELSEWHERE;CATARACT AND OTHER DISORDERS OF LENS IN DISEASES CLASSIFIED ELSEWHERE;CATARACT IN OTHER DISEASES CLASSIFIED ELSEWHERE;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H25;H28.8*;H28.8;H288;OTHER DISORDERS OF LENS IN DISEASES CLASSIFIED ELSEWHERE;CATARACT AND OTHER DISORDERS OF LENS IN DISEASES CLASSIFIED ELSEWHERE;OTHER DISORDERS OF LENS IN DISEASES CLASSIFIED ELSEWHERE;;133;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
3;N;X;07;H30;H30.-;H30;H30;CHORIORETINAL INFLAMMATION;CHORIORETINAL INFLAMMATION;;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H30.0;H30.0;H300;FOCAL CHORIORETINAL INFLAMMATION;CHORIORETINAL INFLAMMATION;FOCAL CHORIORETINAL INFLAMMATION;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H30.1;H30.1;H301;DISSEMINATED CHORIORETINAL INFLAMMATION;CHORIORETINAL INFLAMMATION;DISSEMINATED CHORIORETINAL INFLAMMATION;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H30.2;H30.2;H302;POSTERIOR CYCLITIS;CHORIORETINAL INFLAMMATION;POSTERIOR CYCLITIS;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H30.8;H30.8;H308;OTHER CHORIORETINAL INFLAMMATIONS;CHORIORETINAL INFLAMMATION;OTHER CHORIORETINAL INFLAMMATIONS;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H30;H30.9;H30.9;H309;CHORIORETINAL INFLAMMATION, UNSPECIFIED;CHORIORETINAL INFLAMMATION;CHORIORETINAL INFLAMMATION, UNSPECIFIED;;139;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H30;H31.-;H31;H31;OTHER DISORDERS OF CHOROID;OTHER DISORDERS OF CHOROID;;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H31.0;H31.0;H310;CHORIORETINAL SCARS;OTHER DISORDERS OF CHOROID;CHORIORETINAL SCARS;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H31.1;H31.1;H311;CHOROIDAL DEGENERATION;OTHER DISORDERS OF CHOROID;CHOROIDAL DEGENERATION;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H31.2;H31.2;H312;HEREDITARY CHOROIDAL DYSTROPHY;OTHER DISORDERS OF CHOROID;HEREDITARY CHOROIDAL DYSTROPHY;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H31.3;H31.3;H313;CHOROIDAL HAEMORRHAGE AND RUPTURE;OTHER DISORDERS OF CHOROID;CHOROIDAL HAEMORRHAGE AND RUPTURE;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H31.4;H31.4;H314;CHOROIDAL DETACHMENT;OTHER DISORDERS OF CHOROID;CHOROIDAL DETACHMENT;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
4;T;X;07;H30;H31.8;H31.8;H318;OTHER SPECIFIED DISORDERS OF CHOROID;OTHER DISORDERS OF CHOROID;OTHER SPECIFIED DISORDERS OF CHOROID;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
"4;T;X;07;H30;H31.9;H31.9;H319;DISORDER OF CHOROID, UNSPECIFIED;OTHER DISORDERS OF CHOROID;DISORDER OF CHOROID, UNSPECIFIED;;139;4-044;3-059;2-072;1-062",,2025-11-20 20:18:05
3;N;X;07;H30;H32.-*;H32;H32;CHORIORETINAL DISORDERS IN DISEASES CLASSIFIED ELSEWHERE;CHORIORETINAL DISORDERS IN DISEASES CLASSIFIED ELSEWHERE;;;139;4-044;3-059;2-072;1-062,,2025-11-20 20:18:05
